time	gasCreateUserMean(2)	gasCreateUserStd(3)	gasCreateProposalMean(4)	gasCreateProposalStd(5)	gasTotalMean(6)	gasTotalStd(7)	createProposalMean(8)	createProposalStd(9)	createUserMean(10)	createUserStd(11)	totProposal(12)	avgProposal(13)	minProposal(14)	maxProposal(15)	stdProposal(16)	totVote(17)	avgVote(18)	minVote(19)	maxVote(20)	stdVote(21)	totUser(22)	avgUser(23)	minUser(24)	maxUser(25)	stdUser(26)	totAggrProposal(27)	totAggrVote(28)	totAggrUser(29)
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
3600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
7200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
10800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
14400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
18000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
21600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
25200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
28800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
32400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
36000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
39600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
43200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
46800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
50400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
54000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
57600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
61200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
64800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
68400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
72000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
75600	544000.0	137637.20427268202	0.0	0.0	544000.0	137637.20427268202	0.0	0.0	6.8	1.7204650534085253	0	0.0	0	0	0.0	0	0.0	0	0	0.0	34	6.8	4	9	1.7204650534085253	0	0	34
79200	2480000.0	378629.10611837544	0.0	0.0	2480000.0	378629.10611837544	0.0	0.0	37.8	4.707440918375928	0	0.0	0	0	0.0	0	0.0	0	0	0.0	189	37.8	32	45	4.707440918375928	0	0	155
82800	3664000.0	406034.48129438463	0.0	0.0	3664000.0	406034.48129438463	0.0	0.0	83.6	6.529931086925803	0	0.0	0	0	0.0	0	0.0	0	0	0.0	418	83.6	74	93	6.529931086925803	0	0	229
86400	6320000.0	745332.1407265355	0.0	0.0	6320000.0	745332.1407265355	0.0	0.0	162.6	12.784365451597509	0	0.0	0	0	0.0	0	0.0	0	0	0.0	813	162.6	149	183	12.784365451597509	0	0	395
90000	6912000.0	492113.80797535036	0.0	0.0	6912000.0	492113.80797535036	0.0	0.0	249.0	7.720103626247513	0	0.0	0	0	0.0	0	0.0	0	0	0.0	1245	249.0	238	261	7.720103626247513	0	0	432
93600	8176000.0	421502.0759142237	0.0	0.0	8176000.0	421502.0759142237	0.0	0.0	351.2	7.909487973314075	0	0.0	0	0	0.0	0	0.0	0	0	0.0	1756	351.2	344	365	7.909487973314075	0	0	511
97200	8176000.0	325551.8391900129	0.0	0.0	8176000.0	325551.8391900129	0.0	0.0	453.4	7.863841300534999	0	0.0	0	0	0.0	0	0.0	0	0	0.0	2267	453.4	445	463	7.863841300534999	0	0	511
100800	9552000.0	734258.809957361	0.0	0.0	9552000.0	734258.809957361	0.0	0.0	572.8	6.305553108173779	0	0.0	0	0	0.0	0	0.0	0	0	0.0	2864	572.8	562	580	6.305553108173779	0	0	597
104400	9680000.0	910735.9661284932	0.0	0.0	9680000.0	910735.9661284932	0.0	0.0	693.8	9.927738916792686	0	0.0	0	0	0.0	0	0.0	0	0	0.0	3469	693.8	682	710	9.927738916792686	0	0	605
108000	9840000.0	482659.3001279474	0.0	0.0	9840000.0	482659.3001279474	0.0	0.0	816.8	14.062716664997554	0	0.0	0	0	0.0	0	0.0	0	0	0.0	4084	816.8	799	841	14.062716664997554	0	0	615
111600	1.0784E7	1258214.6080856	0.0	0.0	1.0784E7	1258214.6080856	0.0	0.0	951.6	17.579533554676587	0	0.0	0	0	0.0	0	0.0	0	0	0.0	4758	951.6	918	969	17.579533554676587	0	0	674
115200	1.0032E7	835377.7588612232	0.0	0.0	1.0032E7	835377.7588612232	0.0	0.0	1077.0	19.544820285692065	0	0.0	0	0	0.0	0	0.0	0	0	0.0	5385	1077.0	1040	1097	19.544820285692065	0	0	627
118800	1.0704E7	776288.606125325	0.0	0.0	1.0704E7	776288.606125325	0.0	0.0	1210.8	18.54076589572286	0	0.0	0	0	0.0	0	0.0	0	0	0.0	6054	1210.8	1178	1232	18.54076589572286	0	0	669
122400	9472000.0	270584.5524046042	0.0	0.0	9472000.0	270584.5524046042	0.0	0.0	1329.2	17.679366504487653	0	0.0	0	0	0.0	0	0.0	0	0	0.0	6646	1329.2	1299	1348	17.679366504487653	0	0	592
126000	9744000.0	499343.56909847155	0.0	0.0	9744000.0	499343.56909847155	0.0	0.0	1451.0	16.284962388657824	0	0.0	0	0	0.0	0	0.0	0	0	0.0	7255	1451.0	1428	1473	16.284962388657824	0	0	609
129600	9152000.0	751489.1882123122	0.0	0.0	9152000.0	751489.1882123122	0.0	0.0	1565.4	18.227451824103117	0	0.0	0	0	0.0	0	0.0	0	0	0.0	7827	1565.4	1535	1583	18.227451824103117	0	0	572
