time	gasCreateUserMean(2)	gasCreateUserStd(3)	gasCreateProposalMean(4)	gasCreateProposalStd(5)	gasTotalMean(6)	gasTotalStd(7)	createProposalMean(8)	createProposalStd(9)	createUserMean(10)	createUserStd(11)	totProposal(12)	avgProposal(13)	minProposal(14)	maxProposal(15)	stdProposal(16)	totVote(17)	avgVote(18)	minVote(19)	maxVote(20)	stdVote(21)	totUser(22)	avgUser(23)	minUser(24)	maxUser(25)	stdUser(26)	totAggrProposal(27)	totAggrVote(28)	totAggrUser(29)
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
3600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
7200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
10800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
14400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
18000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
21600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
25200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
28800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
32400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
36000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
39600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
43200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
46800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
50400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
54000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
57600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
61200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0
